Target exchange,SHA256,App name,Package name,VirusTotal positives,Malware type,Malware family,Family
Coinmama,feb8fd720597ea32f7f157163fe491be87f20fbfc036440c63719a9bbc48adf2,Coinmama,com.coinmamambapp,0,  ,  ,feb8fd720597ea32f7f157163fe491be87f20fbfc036440c63719a9bbc48adf2
HitBTC,4c80e5d02557d6b8161dfb23aff5005ac8a8f7d710b51e13d09bf275de535c85,Hitbtc,com.hitbtcmbapp,0,  ,  ,feb8fd720597ea32f7f157163fe491be87f20fbfc036440c63719a9bbc48adf2
LocalBitcoins,b317498585051bd49da07612a84b0b36c38cef9729a64e4075c2780e902022d0,Localbitcoins,com.localbitcoinsmbapp,0,  ,  ,feb8fd720597ea32f7f157163fe491be87f20fbfc036440c63719a9bbc48adf2
Paxful,8d908f4d809eadeddb92fbe0ddcdd57e7a68c5f5a72ed345b5edc9e230145aff,Paxful,com.paxfulmobileregister,0,  ,  ,feb8fd720597ea32f7f157163fe491be87f20fbfc036440c63719a9bbc48adf2
Etoro,f49268ebf7ab2e4ae0f060ed11da0be85d3059c90f5568410dfc4119e3762438,eToro,com.mobincube.android.sc_3SIVWR,0,  ,  ,f49268ebf7ab2e4ae0f060ed11da0be85d3059c90f5568410dfc4119e3762438
Etoro,4d8ad7e509568a240747fa811332573085321e24f76a9ba7f68a6c59614f3b09,eToro,com.mobincube.android.sc_3SIVWR,0,  ,  ,f49268ebf7ab2e4ae0f060ed11da0be85d3059c90f5568410dfc4119e3762438
Bitfinex,ed68d609a59ae7a4aedeb583a12cddb24bd52d976e9765c84304c85ac0a889c8,Bitfinex,com.evangelically.imprisonment,0,  ,  ,ed68d609a59ae7a4aedeb583a12cddb24bd52d976e9765c84304c85ac0a889c8
Bitfinex,0758401ca827c1a3e794310c2289511d02edea53d9f7253349cf0be279d8f72a,Bitfinex,com.evangelically.imprisonment,0,  ,  ,ed68d609a59ae7a4aedeb583a12cddb24bd52d976e9765c84304c85ac0a889c8
Bitstamp,05f74e5bad8e1ef80b4cc10a9065bae0ae88dcfb16380562feefa5170f0c9c49,Bitstamp,com.owelty.enomotarch,0,  ,  ,ed68d609a59ae7a4aedeb583a12cddb24bd52d976e9765c84304c85ac0a889c8
Yobit,f1f3945ce7c19aa3226a22814bb8f73b1a51222181a081ccadbfa2f384a9b439,Yobit Client,ru.brainsofter.yobit,0,  ,  ,ea26384c734ee52dab2b4a5345de0e6516da49a647dd271325d81c9dc012b29d
Yobit,ea26384c734ee52dab2b4a5345de0e6516da49a647dd271325d81c9dc012b29d,Yobit Client,ru.brainsofter.yobitclient,0,  ,  ,ea26384c734ee52dab2b4a5345de0e6516da49a647dd271325d81c9dc012b29d
Yobit,78c8471d797129618cf849344e199e5a3567825c41b9e2d0752d63491f11f777,Yobit Client,ru.brainsofter.yobitclient,2,  ,  ,ea26384c734ee52dab2b4a5345de0e6516da49a647dd271325d81c9dc012b29d
Yobit,3f880e9beecd3606cd092bf3aabc9920f0a89591c40733c3221f8a3394700b31,Yobit Client,ru.brainsofter.yobit,0,  ,  ,ea26384c734ee52dab2b4a5345de0e6516da49a647dd271325d81c9dc012b29d
Yobit,981995ab0c8dc02b07f0729b477b0021b06310aaa8156782efde4e9ec3bd4c57,Yobit Client,ru.brainsofter.yobitclient,0,  ,  ,ea26384c734ee52dab2b4a5345de0e6516da49a647dd271325d81c9dc012b29d
Yobit,0ba58d5359cdd7f7c7a16aebc215f2baf9635ac6c5c6542290e1e4292b38507f,Yobit Client,ru.brainsofter.yobitclient,2,  ,  ,ea26384c734ee52dab2b4a5345de0e6516da49a647dd271325d81c9dc012b29d
Yobit,b577ae7749a3c9819eab2ac65d573bd4625aa23de4695035eed22e6eb3b7f958,Yobit Client,ru.brainsofter.yobitclient,0,  ,  ,ea26384c734ee52dab2b4a5345de0e6516da49a647dd271325d81c9dc012b29d
Yobit,c955cd8df59f6784e45752949083705f8a04bf0a7ec34afd425cefe498b59b92,Yobit Client,ru.brainsofter.yobitclient,3,trojan,  ,ea26384c734ee52dab2b4a5345de0e6516da49a647dd271325d81c9dc012b29d
Yobit,def7843638bc5122a087f60e1c2a8622884a374203ab0f5c844700e5e62b8a3d,Yobit Client,ru.brainsofter.yobit,0,  ,  ,ea26384c734ee52dab2b4a5345de0e6516da49a647dd271325d81c9dc012b29d
Bittrex,e45b59393907f6647977c92d6fb2bd3dab055bff6b0bae5062f70666702ac39d,BITTREX - Officially,com.cal.bittrexofficially,0,  ,  ,e45b59393907f6647977c92d6fb2bd3dab055bff6b0bae5062f70666702ac39d
Cryptopia,82d8edcf60fd265114280ba2824f34d29d86066be006275b4d8fa1a69c4db803,Cryptopia Exchange,karlbb.cryptopiaexchange,0,  ,  ,e45b59393907f6647977c92d6fb2bd3dab055bff6b0bae5062f70666702ac39d
Cryptopia,2f5b03268cb1cf3954e035fc2741e57fe57d23e3453dd864f133e09f2806dfae,Cryptopia Exchange,karlbb.cryptopiaexchange,0,  ,  ,e45b59393907f6647977c92d6fb2bd3dab055bff6b0bae5062f70666702ac39d
Cryptopia,363a10715e75ed77844149e0b3126ef517805e7e06c2234a96c7b9b69d03fd36,Cryptopia Exchange,karlbb.cryptopiaexchange,0,  ,  ,e45b59393907f6647977c92d6fb2bd3dab055bff6b0bae5062f70666702ac39d
HitBTC,9f98f7a4b14f17046f14bdc8a28ce877dbc036d2bdcca5e23887d466f6a6b472,HitBTC - Officially,com.cal.hitbtcofficially,0,  ,  ,e45b59393907f6647977c92d6fb2bd3dab055bff6b0bae5062f70666702ac39d
Kraken,14d2fab5e66f431adf275295ebef51e3527b2d6a29a08051f11aeac39956c547,Kraken,com.tomasskurauskas.kraken,0,  ,  ,e45b59393907f6647977c92d6fb2bd3dab055bff6b0bae5062f70666702ac39d
Kraken,fdb21f00cdf6980b7bc07a663df7909c1697078b13cff7edb8c68d1b3c062fca,Kraken,com.tomasskurauskas.coinone,0,  ,  ,e45b59393907f6647977c92d6fb2bd3dab055bff6b0bae5062f70666702ac39d
Poloniex,c6cd8ff101099496c6b065fb4669c9c53cc6e986f618a9271edc92633920df47,Poloniex - Crypto Exchange,com.poloniex.crypto.exchange,0,  ,  ,e45b59393907f6647977c92d6fb2bd3dab055bff6b0bae5062f70666702ac39d
Poloniex,63a65ac63dc58ec06dfe95c7181e3aeeb803570413cc4ede3e39d40f6f60ecc7,Poloniex,com.benzneststudios.poloniexstory,0,  ,  ,e45b59393907f6647977c92d6fb2bd3dab055bff6b0bae5062f70666702ac39d
Yobit,72e5a3fd18171160fbdfe01c87489546b9cb63e401f3bf033f9cd6430c0f73b3,Yobit Market,karlbb.yobitmarket,0,  ,  ,e45b59393907f6647977c92d6fb2bd3dab055bff6b0bae5062f70666702ac39d
Kraken,aa687565c557a3265dea39eed2fd4fc335b2c8ddd36063bf9653b2377da01bb0,Kraken,com.kraken.android,0,  ,  ,e268c3771e048d30c3094a26b9ea3c1c279e9f03e00875e4aec37600ce8cc0f1
LocalBitcoins,99193d6d4b689112046be4b71d27bc058976df20aad406a5baa221d3edad98b8,LocalBitcoins,com.localbitcoins.wallet.localbitcoins.andr,0,  ,  ,e268c3771e048d30c3094a26b9ea3c1c279e9f03e00875e4aec37600ce8cc0f1
LocalBitcoins,d4ce4233d0765b98f8feb96343b51020f1f985a123a2a9bf220bef40bfb28c21,LocalBitcoins,com.localbitcoins.wallet.android.localbitcoins,0,  ,  ,e268c3771e048d30c3094a26b9ea3c1c279e9f03e00875e4aec37600ce8cc0f1
LocalBitcoins,3f3753380d008086cffde3624c4ffe18e0c3a92baa93404faff499ac35a5e474,LocalBitcoins,com.siliconorchard2.validation,0,  ,  ,e268c3771e048d30c3094a26b9ea3c1c279e9f03e00875e4aec37600ce8cc0f1
LocalBitcoins,2324be13aaf58355be2ac51627b8c5beea40f000b4cb95f630b9b6ffccf524df,LocalBitcoins,com.localbitcoins.wal.android,0,  ,  ,e268c3771e048d30c3094a26b9ea3c1c279e9f03e00875e4aec37600ce8cc0f1
Paxful,e268c3771e048d30c3094a26b9ea3c1c279e9f03e00875e4aec37600ce8cc0f1,Paxful BTC,com.paxful.go.edition,1,  ,  ,e268c3771e048d30c3094a26b9ea3c1c279e9f03e00875e4aec37600ce8cc0f1
Coinbase,dd7a2b9b118f7f137f8559fd21144b3bd3797cd6f21f94d58822b6145f143286,Coinbase,com.coinbase.android,5,adware,mobidash,dd7a2b9b118f7f137f8559fd21144b3bd3797cd6f21f94d58822b6145f143286
Coinbase,defb80d3902513b2c3539c75ac7dd7cca9c54621a80f133c5e34d107566576e5,Coinbase,com.coinbase.android,0,  ,  ,dd7a2b9b118f7f137f8559fd21144b3bd3797cd6f21f94d58822b6145f143286
Coinbase,24e870c550ef3677fab2fc1bcd2d6f683fc5c9720538a9e50af4eb5001f46c4e,Coinbase,com.coinbase.android,0,  ,  ,dd7a2b9b118f7f137f8559fd21144b3bd3797cd6f21f94d58822b6145f143286
Binance,328ccba3284e7d3bc23e193a53e7d3320a01fa61c9c37ffcaf03320f216363b2,Binance,com.binanceappl.android,0,  ,  ,d959d95085bc34dc8328e71c8852aa6b73f398fb8bed96972105caed346b5c34
Binance,9efe538f464632b355086e06e6f07c785ccde94b5561647bd60628c3b2a261e7,Binance,com.binanceap.android,1,gray,pickbitpocket,d959d95085bc34dc8328e71c8852aa6b73f398fb8bed96972105caed346b5c34
Binance,2522344c9d051d0f481ffe5a30ab9abfdbc70e99354c094d8d39e74423a05064,Binance,com.binanceap2.android,3,gray,pickbitpocket,d959d95085bc34dc8328e71c8852aa6b73f398fb8bed96972105caed346b5c34
Poloniex,1b2aa73825f97f2a8b8a9fafb495e7c758dfad6ca7d8689572cfa1992d9dd78c,Poloniex Exchange,com.plnx.androidapp2,2,gray,fakepoloniex,d959d95085bc34dc8328e71c8852aa6b73f398fb8bed96972105caed346b5c34
Poloniex,d959d95085bc34dc8328e71c8852aa6b73f398fb8bed96972105caed346b5c34,Poloniex Exchange,com.polonix.androidapp2,0,  ,  ,d959d95085bc34dc8328e71c8852aa6b73f398fb8bed96972105caed346b5c34
Bittrex,d132e8e7b1f2e060712a7e5853fc3a4c0f4aa86a352a18441cb2c4d01e8c5992,Bittrex crypto exchange,com.bittrexapp.lokesh.bittrexcryptoexchange,0,  ,  ,d132e8e7b1f2e060712a7e5853fc3a4c0f4aa86a352a18441cb2c4d01e8c5992
LocalBitcoins,903f49d56fce01a5e3ea0f1449ac1bde64c7d4c8d115b808e061cd1c39ccff9a,LocalBitcoins,com.wLocalBitcoins_8689287,1,  ,  ,d132e8e7b1f2e060712a7e5853fc3a4c0f4aa86a352a18441cb2c4d01e8c5992
BitMEX,5ca42be09d53066dd2529a00714b852ab2a523331eaf8ac8a1556a67c9dcaf4c,Bitmex Testnet (Live Trading),com.developersrrs.BitmexTestnet,2,gray,  ,c040ed9064bb026d7b0b3a82b62dbf1d6adc8755bed7f712658ad01f8f3a763b
BitMEX,c040ed9064bb026d7b0b3a82b62dbf1d6adc8755bed7f712658ad01f8f3a763b,Bitmex Testnet (Live Trading),com.developersrrs.BitmexTestnet,2,gray,  ,c040ed9064bb026d7b0b3a82b62dbf1d6adc8755bed7f712658ad01f8f3a763b
Binance,e3f5984e7712d62b91ffbb8d9ac614c276e1d42df9c408485539f22916e8452f,Binance,com.binance.odapplications,0,  ,  ,c020df9e0e0a6e4f47969665b1b9ad5a6b0a83faff37a2294db8441f00592067
Bit-Z,c1eca4b6f0441e1805184a8146355916db6203021af51b77ea5e409804c7ad19,Bit-Z Exchange,com.elong.biboxcryptocurrency,0,  ,  ,c020df9e0e0a6e4f47969665b1b9ad5a6b0a83faff37a2294db8441f00592067
KuCoin,6fdd0c9eb1c2525728439752430311c0e561b50881d9b4e7538ec3a82093502c,KuCoin LIVE,com.kucoin.liveratess,10,trojan,boogr,c020df9e0e0a6e4f47969665b1b9ad5a6b0a83faff37a2294db8441f00592067
KuCoin,c020df9e0e0a6e4f47969665b1b9ad5a6b0a83faff37a2294db8441f00592067,KuCoin Exchange,com.kucoin.exchangesajahss,13,trojan,boogr,c020df9e0e0a6e4f47969665b1b9ad5a6b0a83faff37a2294db8441f00592067
Yobit,d2c5af2d1e3bf16023645a234043c5dddb1f24cbd447d1cc1671ea50cca415a3,Yobit,com.elong.yobitnet,0,  ,  ,c020df9e0e0a6e4f47969665b1b9ad5a6b0a83faff37a2294db8441f00592067
Yobit,3b68dc6bfcbcfc148d99a147fc66f82373fe01000e63aeae9d29473682679685,Yobit,com.elong.yobitnet,0,  ,  ,c020df9e0e0a6e4f47969665b1b9ad5a6b0a83faff37a2294db8441f00592067
Yobit,e73ccf4eda8d36c36f886c9bc42b8b422c7919584c56ab6a92a2f52b009ae7b1,Yobit,com.elong.yobitnet,0,  ,  ,c020df9e0e0a6e4f47969665b1b9ad5a6b0a83faff37a2294db8441f00592067
Yobit,dca90c826ad8627492976f52ba4d4fb4bc63eba9c97441073d856977c9af1014,Yobit,com.elong.yobitnet,0,  ,  ,c020df9e0e0a6e4f47969665b1b9ad5a6b0a83faff37a2294db8441f00592067
Bitbay,bde2a4cec81d84f9fd6fe938c1d6df75c620726eccbbf28d8ff45045f45ef877,BitBay Wallets,com.siergiejjdw.bitbaywallets,0,  ,  ,b715a513d21535d15ffc0831e00048571be3e005defbde7e0d210141731508af
Bitbay,b715a513d21535d15ffc0831e00048571be3e005defbde7e0d210141731508af,BitBay Wallets,com.siergiejjdw.bitbaywallets,0,  ,  ,b715a513d21535d15ffc0831e00048571be3e005defbde7e0d210141731508af
Poloniex,ccff165e8c7cba284a4fe6e2912616e49502c59ad848784c847ae0b5078edf38,POLONIEX,com.poloniex.market.app,5,trojan,fakeapp,afd870f6c64ed715cf0d73b942f7847cef259f5233c81a30e4b4c18560bef207
Poloniex,afd870f6c64ed715cf0d73b942f7847cef259f5233c81a30e4b4c18560bef207,POLONIEX,com.poloniex.market.app,5,trojan,fakeapp,afd870f6c64ed715cf0d73b942f7847cef259f5233c81a30e4b4c18560bef207
Poloniex,797a31230609a47b0d8aa20b269c28c5504e33494723bda5e9d025919a9ae316,POLONIEX,com.poloniex.market.app,3,trojan,fakeapp,afd870f6c64ed715cf0d73b942f7847cef259f5233c81a30e4b4c18560bef207
Poloniex,15e6fcc0d1146e6e909b44b9ca9fa0a6707e4a66757a183d4cc287a7ee1a8c4b,POLONIEX,com.poloniex.market.app,4,trojan,fakeapp,afd870f6c64ed715cf0d73b942f7847cef259f5233c81a30e4b4c18560bef207
Poloniex,65c59ee94c198b38885c60f9abd36116c1a73085a8c8cc5d2e3e76018f4ea790,POLONIEX,com.poloniex.market.app,7,trojan,fakeapp,afd870f6c64ed715cf0d73b942f7847cef259f5233c81a30e4b4c18560bef207
Poloniex,9572d4f358b29edeeb44c39e1301c3c42201252f50dd14184e6c5c5ab6a73650,POLONIEX,com.poloniex.market.app,7,trojan,fakeapp,afd870f6c64ed715cf0d73b942f7847cef259f5233c81a30e4b4c18560bef207
Poloniex,515b8438e83a9a8abc4e171e9a6bdd084aad5abde138140b456c65704b86f0f2,POLONIEX,com.poloniex.market.app,4,trojan,fakeapp,afd870f6c64ed715cf0d73b942f7847cef259f5233c81a30e4b4c18560bef207
Poloniex,379a1aa83cf65cdce16dec01226381e8dc4e7d5bed9559369476892852d4d6c0,POLONIEX,com.poloniex.exchange,21,trojan,fakeapp,a6e7b4dc04920b0032d9148ad88ef5fea28e6ed0e0828fa37d394307501a1671
Poloniex,dcc63a28c5d8ee8460937ca1ec7ddb28e6f88a75bb2725bb88ba24f7073665b4,POLONIEX,com.poloniexap.poloniex,19,trojan,fakeapp,a6e7b4dc04920b0032d9148ad88ef5fea28e6ed0e0828fa37d394307501a1671
Poloniex,306a4fd41ce67784db399eced6531ac629bd9fe05d3347665bb935f1100e37f2,POLONIEX,com.poloniexap.poloniex,18,trojan,fakeapp,a6e7b4dc04920b0032d9148ad88ef5fea28e6ed0e0828fa37d394307501a1671
Poloniex,77b56abab2b2f9f723070072fb3730018b831fe7ffb294b852decee22480a08b,POLONIEX,com.poloniexap.poloniex,18,trojan,fakeapp,a6e7b4dc04920b0032d9148ad88ef5fea28e6ed0e0828fa37d394307501a1671
Poloniex,a6e7b4dc04920b0032d9148ad88ef5fea28e6ed0e0828fa37d394307501a1671,POLONIEX,com.poloniex.exchange,18,trojan,fakeapp,a6e7b4dc04920b0032d9148ad88ef5fea28e6ed0e0828fa37d394307501a1671
Poloniex,1ad13f52796ee5400c0b0d92b917bb58b5393c80c0212fb158a81311f46e47ff,POLONIEX,com.app.poloniexwebview,20,trojan,fakeapp,a6e7b4dc04920b0032d9148ad88ef5fea28e6ed0e0828fa37d394307501a1671
Poloniex,c5112e3a95bfa226bc2d524964364c61e0db9fe2824c20ca99521ab15367d678,POLONIEX,com.poloniex.exchange,20,trojan,fakeapp,a6e7b4dc04920b0032d9148ad88ef5fea28e6ed0e0828fa37d394307501a1671
Poloniex,559f70db9f6e6741b59bdb2ad99f8ac53f5915e6ef3cab33522ce27cd9ccadb9,POLONIEX,com.app.poloniexwebview,19,trojan,fakeapp,a6e7b4dc04920b0032d9148ad88ef5fea28e6ed0e0828fa37d394307501a1671
Coinbase,9a0bdb6dc6998cf63ac156e6c2633eb65278d2e37d5d328d1e02ff2517b42e13,Coinbase,com.coinbase.android,0,  ,  ,9a0bdb6dc6998cf63ac156e6c2633eb65278d2e37d5d328d1e02ff2517b42e13
Coinbase,a24ec8b057f0b137d49ad9da2be809090eb8429ec17d1a7cda4daf11b63670e4,Coinbase,com.coinbase.android,0,  ,  ,9a0bdb6dc6998cf63ac156e6c2633eb65278d2e37d5d328d1e02ff2517b42e13
Coinbase,ab7c986791c022d870e84ab0385bb766609d59cfcbf10fc37c92bed21f294689,Coinbase,com.coinbase.android,0,  ,  ,9a0bdb6dc6998cf63ac156e6c2633eb65278d2e37d5d328d1e02ff2517b42e13
Coinbase,e6eb4c8879690d496a5dfc4fbf006ae4dbb8c0ffe4114be8fec375e6bc56f1f4,Coinbase,com.coinbase.android,0,  ,  ,9a0bdb6dc6998cf63ac156e6c2633eb65278d2e37d5d328d1e02ff2517b42e13
Kraken,5df89ec53dcccf683041a83445d2602f8512407d7053360d2e6bf7ed5a36922c,Kraken Exchange,it.bitrocket.krakenexchange,0,  ,  ,941698d0eaef432686c70243c154a38d6006afc2430f0616ed58145386a08a15
Kraken,ea6766b50dac488e0b5209e4ca781abad9f3bbff4f6372fc11f39cedadc249e1,Kraken Exchange,it.bitrocket.krakenexchange,0,  ,  ,941698d0eaef432686c70243c154a38d6006afc2430f0616ed58145386a08a15
Kraken,941698d0eaef432686c70243c154a38d6006afc2430f0616ed58145386a08a15,Kraken Exchange,it.bitrocket.krakenexchange,0,  ,  ,941698d0eaef432686c70243c154a38d6006afc2430f0616ed58145386a08a15
Coinbase,d52b3470890269c828a1e16b6873f35932f0e785e84efec3ed5b8bfbddc4e49e,Bitcoin allet - Coinbase,fullversion.com.coinbase.android,16,adware,fictus,91b523bdc7ffc7647b29d479b0e553f7d14f26d768960853eb8e9bb5d4493685
Coinbase,91b523bdc7ffc7647b29d479b0e553f7d14f26d768960853eb8e9bb5d4493685,Bitcoin allet - Coinbase,fullversion.com.coinbase.android,32,adware,fictus,91b523bdc7ffc7647b29d479b0e553f7d14f26d768960853eb8e9bb5d4493685
Coinbase,8397cfcd1269ce298a8fe3262351eec4d0f2905a217e0afd1abdf101d56e1d6b,Bitcoin allet - Coinbase,fullversion.com.coinbase.android,29,adware,fictus,91b523bdc7ffc7647b29d479b0e553f7d14f26d768960853eb8e9bb5d4493685
Coinbase,8f90d8206f150a11fc62d6fdf92febe6543917f00d04b24a65fb9d403de36145,coinbase,com.wcoinbase_8384786,1,  ,  ,8f90d8206f150a11fc62d6fdf92febe6543917f00d04b24a65fb9d403de36145
Paxful,d1d6b8e2acbfc4d28c80e59ae052b98a2f31b2df6a4de190ff28b7ae7669dcc1,Paxful,com.wPaxful_8215506,3,riskware,  ,8f90d8206f150a11fc62d6fdf92febe6543917f00d04b24a65fb9d403de36145
BitMEX,c0c7a8ca3dfdb305241fe9da3a928506e8ccb17d88508173b812656746467014,BitMEX,org.chromium.webapk.a0fa265d3e870d060,0,  ,  ,84375a63b784ef39b60985f20c2819809b76f84add5a9e9fd2bb38e3dbe088aa
BitMEX,8d88e357196c1ba41e7e3f7538085062e721c6871a4651dee991eca00a9dcdea,BitMEX,org.chromium.webapk.a0fa265d3e870d060,0,  ,  ,84375a63b784ef39b60985f20c2819809b76f84add5a9e9fd2bb38e3dbe088aa
BitMEX,9a3ca66bd0d94fd78ace142122e99ff81dac77f9df68ba1e8aaa18c66f604cfe,BitMEX Testnet,org.chromium.webapk.a53ffa05bfc1dac2a,0,  ,  ,84375a63b784ef39b60985f20c2819809b76f84add5a9e9fd2bb38e3dbe088aa
BitMEX,1b8b3e2aa7a5f9771c0b42f6f7146cb2e5ead05d9d45dcfaccee61cc4c6db68a,BitMEX,org.chromium.webapk.a0fa265d3e870d060,0,  ,  ,84375a63b784ef39b60985f20c2819809b76f84add5a9e9fd2bb38e3dbe088aa
BitMEX,1f0b9f2721009352e619c828800f397ab7bbfd02d3817dec29aee3e0a0604594,BitMEX Testnet,org.chromium.webapk.a53ffa05bfc1dac2a,0,  ,  ,84375a63b784ef39b60985f20c2819809b76f84add5a9e9fd2bb38e3dbe088aa
